l_m,l_nm,lambda_hz,powerlaw_fit_hz,residual_log10,is_peak
1.821885e-07,182.1885,3.473830e+02,1.851962e+02,0.273176,0
1.847281e-07,184.7281,3.426072e+02,1.882068e+02,0.260161,0
1.873032e-07,187.3032,3.378971e+02,1.912664e+02,0.247146,0
1.899141e-07,189.9141,3.332518e+02,1.943757e+02,0.234130,0
1.925614e-07,192.5614,3.286703e+02,1.975356e+02,0.221115,0
1.952456e-07,195.2456,3.241518e+02,2.007468e+02,0.208100,0
1.979672e-07,197.9672,3.196954e+02,2.040103e+02,0.195084,0
2.007267e-07,200.7267,3.153003e+02,2.073267e+02,0.182069,0
2.035248e-07,203.5248,3.109656e+02,2.106971e+02,0.169054,0
2.063618e-07,206.3618,3.066905e+02,2.141223e+02,0.156038,0
2.092383e-07,209.2383,3.024742e+02,2.176032e+02,0.143023,0
2.121550e-07,212.1550,2.983158e+02,2.211407e+02,0.130008,0
2.151123e-07,215.1123,2.942146e+02,2.247356e+02,0.116992,0
2.181109e-07,218.1109,2.901698e+02,2.283890e+02,0.103977,0
2.211512e-07,221.1512,2.861806e+02,2.321018e+02,0.090962,0
2.242340e-07,224.2340,2.822462e+02,2.358750e+02,0.077946,0
2.273597e-07,227.3597,2.783660e+02,2.397095e+02,0.064931,0
2.305289e-07,230.5289,2.745390e+02,2.436063e+02,0.051916,0
2.337424e-07,233.7424,2.707647e+02,2.475665e+02,0.038900,0
2.370006e-07,237.0006,2.670423e+02,2.515911e+02,0.025885,0
2.403043e-07,240.3043,2.633711e+02,2.556810e+02,0.012870,0
2.436540e-07,243.6540,2.597503e+02,2.598375e+02,-0.000146,0
2.470504e-07,247.0504,2.561793e+02,2.640616e+02,-0.013161,0
2.504942e-07,250.4942,2.526574e+02,2.683543e+02,-0.026177,0
2.539859e-07,253.9859,2.491839e+02,2.727168e+02,-0.039192,0
2.575263e-07,257.5263,2.457581e+02,2.771502e+02,-0.052207,0
2.611161e-07,261.1161,2.423795e+02,2.816557e+02,-0.065223,0
2.647559e-07,264.7559,2.390473e+02,2.862344e+02,-0.078238,0
2.684465e-07,268.4465,2.357609e+02,2.908876e+02,-0.091253,0
2.721885e-07,272.1885,2.325197e+02,2.956164e+02,-0.104269,0
2.759826e-07,275.9826,2.293231e+02,3.004220e+02,-0.117284,0
2.798297e-07,279.8297,2.261704e+02,3.053058e+02,-0.130299,0
2.837304e-07,283.7304,2.230611e+02,3.102690e+02,-0.143315,0
2.876854e-07,287.6854,2.199945e+02,3.153129e+02,-0.156330,0
2.916956e-07,291.6956,2.169700e+02,3.204388e+02,-0.169345,0
2.957617e-07,295.7617,2.139871e+02,3.256480e+02,-0.182361,0
2.998844e-07,299.8844,2.110453e+02,3.309419e+02,-0.195376,0
3.040646e-07,304.0646,2.081439e+02,3.363218e+02,-0.208391,0
3.083031e-07,308.3031,2.052823e+02,3.417892e+02,-0.221407,0
3.126007e-07,312.6007,2.024602e+02,3.473455e+02,-0.234422,0
3.169582e-07,316.9582,1.996768e+02,3.529921e+02,-0.247437,0
3.213764e-07,321.3764,1.969317e+02,3.587305e+02,-0.260453,0
3.258562e-07,325.8562,1.942243e+02,3.645622e+02,-0.273468,0
3.303985e-07,330.3985,1.915541e+02,3.704887e+02,-0.286484,0
3.350041e-07,335.0041,1.889207e+02,3.765116e+02,-0.299499,0
3.396739e-07,339.6739,1.863234e+02,3.826323e+02,-0.312514,0
3.444087e-07,344.4087,1.837619e+02,3.888526e+02,-0.325530,0
3.492096e-07,349.2096,1.812356e+02,3.951739e+02,-0.338545,0
3.540774e-07,354.0774,1.787440e+02,4.015981e+02,-0.351560,0
3.590130e-07,359.0130,1.762866e+02,4.081267e+02,-0.364576,0
3.640175e-07,364.0175,1.738631e+02,4.147614e+02,-0.377591,0
3.690917e-07,369.0917,1.714728e+02,4.215039e+02,-0.390606,0
3.742366e-07,374.2366,1.691154e+02,4.283561e+02,-0.403622,0
3.794533e-07,379.4533,1.667905e+02,4.353196e+02,-0.416637,0
3.847427e-07,384.7427,1.644975e+02,4.423964e+02,-0.429652,0
3.901058e-07,390.1058,1.622360e+02,4.495882e+02,-0.442668,0
3.955436e-07,395.5436,1.600056e+02,4.568969e+02,-0.455683,0
4.010573e-07,401.0573,1.578059e+02,4.643245e+02,-0.468698,0
4.066478e-07,406.6478,1.556364e+02,4.718727e+02,-0.481714,0
4.123163e-07,412.3163,1.534967e+02,4.795437e+02,-0.494729,0
4.180637e-07,418.0637,1.513865e+02,4.873394e+02,-0.507744,0
4.238913e-07,423.8913,1.493052e+02,4.952618e+02,-0.520760,0
4.298001e-07,429.8001,1.472526e+02,5.033130e+02,-0.533775,0
4.357913e-07,435.7913,1.452282e+02,5.114951e+02,-0.546790,0
4.418660e-07,441.8660,1.432316e+02,5.198102e+02,-0.559806,0
4.480254e-07,448.0254,1.412625e+02,5.282605e+02,-0.572821,0
4.542706e-07,454.2706,1.393205e+02,5.368482e+02,-0.585837,0
4.606029e-07,460.6029,1.374051e+02,5.455754e+02,-0.598852,0
4.670234e-07,467.0234,1.355161e+02,5.544446e+02,-0.611867,0
4.735335e-07,473.5335,1.336530e+02,5.634579e+02,-0.624883,0
4.801343e-07,480.1343,1.318156e+02,5.726177e+02,-0.637898,0
4.868271e-07,486.8271,1.300034e+02,5.819265e+02,-0.650913,0
4.936132e-07,493.6132,1.282162e+02,5.913865e+02,-0.663929,0
5.004939e-07,500.4939,1.264535e+02,6.010004e+02,-0.676944,0
5.074705e-07,507.4705,1.247150e+02,6.107705e+02,-0.689959,0
5.145444e-07,514.5444,1.230005e+02,6.206995e+02,-0.702975,0
5.217169e-07,521.7169,1.213095e+02,6.307899e+02,-0.715990,0
5.289893e-07,528.9893,1.196417e+02,6.410443e+02,-0.729005,0
5.363631e-07,536.3631,1.179969e+02,6.514654e+02,-0.742021,0
5.438397e-07,543.8397,1.163747e+02,6.620560e+02,-0.755036,0
5.514206e-07,551.4206,1.147748e+02,6.728187e+02,-0.768051,0
5.591071e-07,559.1071,1.131969e+02,6.837563e+02,-0.781067,0
5.669007e-07,566.9007,1.116407e+02,6.948718e+02,-0.794082,0
5.748030e-07,574.8030,1.101059e+02,7.061679e+02,-0.807097,0
5.828155e-07,582.8155,1.085922e+02,7.176477e+02,-0.820113,0
5.909396e-07,590.9396,1.070993e+02,7.293142e+02,-0.833128,0
5.991770e-07,599.1770,1.056269e+02,7.411702e+02,-0.846144,0
6.075292e-07,607.5292,1.041747e+02,7.532190e+02,-0.859159,0
6.159978e-07,615.9978,1.027426e+02,7.654637e+02,-0.872174,0
6.245845e-07,624.5845,1.013301e+02,7.779075e+02,-0.885190,0
6.332908e-07,633.2908,9.993701e+01,7.905535e+02,-0.898205,0
6.421186e-07,642.1186,9.856309e+01,8.034051e+02,-0.911220,0
6.510694e-07,651.0694,9.720807e+01,8.164657e+02,-0.924236,0
6.601449e-07,660.1449,9.587167e+01,8.297385e+02,-0.937251,0
6.693470e-07,669.3470,9.455364e+01,8.432271e+02,-0.950266,0
6.786773e-07,678.6773,9.325374e+01,8.569350e+02,-0.963282,0
6.881377e-07,688.1377,9.197170e+01,8.708658e+02,-0.976297,0
6.977300e-07,697.7300,9.070729e+01,8.850230e+02,-0.989312,0
7.074559e-07,707.4559,8.946026e+01,8.994103e+02,-1.002328,0
7.173175e-07,717.3175,8.823038e+01,9.140316e+02,-1.015343,0
7.273165e-07,727.3165,8.701740e+01,9.288905e+02,-1.028358,0
7.374549e-07,737.4549,8.582110e+01,9.439910e+02,-1.041374,0
7.477346e-07,747.7346,8.464125e+01,9.593369e+02,-1.054389,0
7.581576e-07,758.1576,8.347762e+01,9.749324e+02,-1.067404,0
7.687260e-07,768.7260,8.232998e+01,9.907813e+02,-1.080420,0
7.794416e-07,779.4416,8.119812e+01,1.006888e+03,-1.093435,0
7.903066e-07,790.3066,8.008183e+01,1.023256e+03,-1.106450,0
8.013230e-07,801.3230,7.898088e+01,1.039891e+03,-1.119466,0
8.124930e-07,812.4930,7.789506e+01,1.056796e+03,-1.132481,0
8.238187e-07,823.8187,7.682417e+01,1.073976e+03,-1.145497,0
8.353023e-07,835.3023,7.576801e+01,1.091435e+03,-1.158512,0
8.469460e-07,846.9460,7.472636e+01,1.109178e+03,-1.171527,0
8.587519e-07,858.7519,7.369904e+01,1.127209e+03,-1.184543,0
8.707225e-07,870.7225,7.268584e+01,1.145533e+03,-1.197558,0
8.828599e-07,882.8599,7.168657e+01,1.164156e+03,-1.210573,0
8.951665e-07,895.1665,7.070103e+01,1.183081e+03,-1.223589,0
9.076446e-07,907.6446,6.972905e+01,1.202313e+03,-1.236604,0
9.202967e-07,920.2967,6.877042e+01,1.221859e+03,-1.249619,0
9.331251e-07,933.1251,6.782498e+01,1.241722e+03,-1.262635,0
9.461324e-07,946.1324,6.689254e+01,1.261908e+03,-1.275650,0
9.593209e-07,959.3209,6.597291e+01,1.282422e+03,-1.288665,0
9.726934e-07,972.6934,6.506593e+01,1.303270e+03,-1.301681,0
9.862522e-07,986.2522,6.417141e+01,1.324456e+03,-1.314696,0
1.000000e-06,1000.0000,6.328919e+01,1.345987e+03,-1.327711,0
